"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000269685.1","GCF_002901845.1","GCF_013267575.1","GCF_015274535.1","GCF_015274675.1","GCF_017315625.1","GCF_017315645.1","GCF_022689565.1","GCF_022689645.1","GCF_022689665.1","GCF_022689845.1","GCF_022689855.1","GCF_022689925.1","GCF_022689965.1","GCF_022689975.1","GCF_022690005.1","GCF_022690025.1","GCF_022690105.1","GCF_022690115.1","GCF_022690185.1","GCF_022690225.1","GCF_022690245.1","GCF_022690275.1","GCF_022690295.1","GCF_022690325.1","GCF_022690345.1","GCF_022690375.1","GCF_022690385.1","GCF_025143205.1","GCF_025143445.1","GCF_029926915.1","GCF_031631055.1","GCF_031727055.1","GCF_031727075.1","GCF_031727275.1","GCF_031727355.1","GCF_031727455.1","GCF_031727535.1","GCF_031728075.1","GCF_031728095.1","GCF_031728115.1","GCF_031728155.1","GCF_031728235.1","GCF_031728275.1","GCF_031728295.1","GCF_031728315.1","GCF_031728415.1","GCF_031728475.1","GCF_031728515.1","GCF_031728695.1","GCF_031728715.1","GCF_031728735.1","GCF_031728745.1","GCF_031728795.1","GCF_031728835.1","GCF_031728895.1","GCF_036420075.1","GCF_037694985.1","GCF_037700155.1","GCF_037700315.1","GCF_037700455.1","GCF_040947025.1","GCF_040947065.1","GCF_040947125.1","GCF_040947205.1","GCF_040947225.1","GCF_040947605.1","GCF_047653515.1","GCF_047653525.1","GCF_052950835.1","GCF_964211265.1"
"group_4913","","hypothetical protein","1","1","1","5772","1","4304","1","Investigate","614","614","614","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172753_02011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4914","","hypothetical protein","1","1","1","5790","1","4313","1","Investigate","998","998","998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172753_02013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4915","","hypothetical protein","1","1","1","5794","1","4315","1","Investigate","1916","1916","1916","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172753_02020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4916","","hypothetical protein","1","1","1","5784","1","4327","1","Investigate","668","668","668","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172753_02039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4917","","hypothetical protein","1","1","1","5803","1","4297","1","Investigate","365","365","365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172753_02040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4918","","hypothetical protein","1","1","1","5789","1","4329","1","Investigate","1046","1046","1046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172753_02041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4919","","hypothetical protein","1","1","1","5781","1","4321","1","Investigate","866","866","866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172753_02053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sotB","","sugar efflux transporter","1","1","1","5771","1","4305","1","Investigate","1154","1154","1154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172753_02063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4922","","hypothetical protein","1","1","1","2506","1","974","1","Investigate","746","746","746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172851_00953","","","","","","","","","","","","","","","","","","","","","",""
"group_4924","","hypothetical protein","1","1","1","2380","1","902","1","Investigate","248","248","248","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172851_00954","","","","","","","","","","","","","","","","","","","","","",""
"group_4926","nrdE_2","Ribonucleoside-diphosphate reductase subunit alpha","1","1","1","2491","1","1048","1","Investigate","263","263","263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172851_00957","","","","","","","","","","","","","","","","","","","","","",""
"group_4927","","hypothetical protein","1","1","1","5917","1","4410","1","Investigate","614","614","614","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_00718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4928","","hypothetical protein","1","1","1","5923","1","4405","1","Investigate","800","800","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_00719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4929","","hypothetical protein","1","1","1","5927","1","4404","1","Investigate","500","500","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_00720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4930","","hypothetical protein","1","1","1","5914","1","4415","1","Investigate","440","440","440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_00722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4931","","hypothetical protein","1","1","1","5915","1","4409","1","Investigate","395","395","395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_00723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4932","","hypothetical protein","1","1","1","5924","1","4414","1","Investigate","266","266","266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_00724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4934","","hypothetical protein","1","1","1","2456","1","970","1","Investigate","284","284","284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172851_00996","","","","","","","","","","","","","","","","","","","","","",""
"group_4936","","hypothetical protein","1","1","1","2474","1","1051","1","Investigate","266","266","266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172851_00999","","","","","","","","","","","","","","","","","","","","","",""
"group_4938","","hypothetical protein","1","1","1","2544","1","909","1","Investigate","407","407","407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172851_01002","","","","","","","","","","","","","","","","","","","","","",""
"group_4940","","hypothetical protein","1","1","1","2501","1","905","1","Investigate","200","200","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172851_01003","","","","","","","","","","","","","","","","","","","","","",""
"group_4942","","hypothetical protein","1","1","1","2480","1","994","1","Investigate","236","236","236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172851_01004","","","","","","","","","","","","","","","","","","","","","",""
"group_4943","","hypothetical protein","1","1","1","5929","1","4402","1","Investigate","350","350","350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_00740","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4944","","hypothetical protein","1","1","1","5920","1","4401","1","Investigate","275","275","275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_00744","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4946","","hypothetical protein","1","1","1","2542","1","965","1","Investigate","389","389","389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172851_01012","","","","","","","","","","","","","","","","","","","","","",""
"group_4947","","hypothetical protein","1","1","1","5926","1","4403","1","Investigate","458","458","458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_00748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4948","","hypothetical protein","1","1","1","5922","1","4407","1","Investigate","965","965","965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_00749","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4949","","hypothetical protein","1","1","1","5928","1","4400","1","Investigate","452","452","452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_00764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4950","","hypothetical protein","1","1","1","5919","1","4413","1","Investigate","389","389","389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_00768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4952","","hypothetical protein","1","1","1","2421","1","928","1","Investigate","260","260","260","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172851_01037","","","","","","","","","","","","","","","","","","","","","",""
"group_4954","","hypothetical protein","1","1","1","2361","1","896","1","Investigate","473","473","473","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172851_01059","","","","","","","","","","","","","","","","","","","","","",""
"smc_3","","Chromosome partition protein Smc","1","1","1","2460","1","1016","1","Investigate","10274","10274","10274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172851_01063","","","","","","","","","","","","","","","","","","","","","",""
"group_4957","","hypothetical protein","1","1","1","5913","1","4411","1","Investigate","1208","1208","1208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_00927","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4958","","hypothetical protein","1","1","1","5916","1","4412","1","Investigate","323","323","323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_01321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4962","","hypothetical protein","1","1","1","5918","1","4408","1","Investigate","479","479","479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_01936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4964","","hypothetical protein","1","1","1","5921","1","4406","1","Investigate","707","707","707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_02082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4965","","hypothetical protein","1","1","1","5925","1","4399","1","Investigate","470","470","470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172807_02087","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"hutG_1","","Formimidoylglutamase","1","1","1","1409","2","3800","1","Investigate","305","305","305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4974","","hypothetical protein","1","1","1","5329","1","3776","1","Investigate","938","938","938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00785","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4975","","hypothetical protein","1","1","1","5314","1","3786","1","Investigate","479","479","479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00786","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4976","","hypothetical protein","1","1","1","5323","1","3796","1","Investigate","509","509","509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00787","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4977","","hypothetical protein","1","1","1","5325","1","3780","1","Investigate","1439","1439","1439","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00788","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4978","","hypothetical protein","1","1","1","5321","1","3788","1","Investigate","716","716","716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00789","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4979","","hypothetical protein","1","1","1","5327","1","3793","1","Investigate","611","611","611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00797","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4980","","hypothetical protein","1","1","1","5320","1","3792","1","Investigate","761","761","761","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00798","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4981","","hypothetical protein","1","1","1","5328","1","3772","1","Investigate","623","623","623","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00799","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4982","","hypothetical protein","1","1","1","5311","1","3791","1","Investigate","1727","1727","1727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4983","","hypothetical protein","1","1","1","5318","1","3790","1","Investigate","1823","1823","1823","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4984","","hypothetical protein","1","1","1","5330","1","3778","1","Investigate","284","284","284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00803","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4986","","hypothetical protein","1","1","1","5332","1","3783","1","Investigate","281","281","281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00807","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4990","","hypothetical protein","1","1","1","5315","1","3789","1","Investigate","1301","1301","1301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00815","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4993","","hypothetical protein","1","1","1","5312","1","3785","1","Investigate","5585","5585","5585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00822","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4994","","hypothetical protein","1","1","1","5334","1","3787","1","Investigate","842","842","842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00823","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4995","","hypothetical protein","1","1","1","5326","1","3773","1","Investigate","1652","1652","1652","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00824","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4996","","hypothetical protein","1","1","1","5331","1","3781","1","Investigate","1967","1967","1967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00825","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4997","","hypothetical protein","1","1","1","5308","1","3784","1","Investigate","272","272","272","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4998","","hypothetical protein","1","1","1","5306","1","3797","1","Investigate","1709","1709","1709","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_00829","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4999","","hypothetical protein","1","1","1","5322","1","3795","1","Investigate","752","752","752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_01096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_50","","IS1182 family transposase ISSep1","1","1","1","5152","1","3685","1","Investigate","1718","1718","1718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_05295083_01461",""
"group_5000","","hypothetical protein","1","1","1","5319","1","3794","1","Investigate","206","206","206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_01099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5001","","hypothetical protein","1","1","1","5307","1","3775","1","Investigate","398","398","398","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_01100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5002","","hypothetical protein","1","1","1","5333","1","3799","1","Investigate","872","872","872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_01102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5003","","hypothetical protein","1","1","1","5324","1","3771","1","Investigate","1460","1460","1460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_01103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5004","","hypothetical protein","1","1","1","5316","1","3777","1","Investigate","365","365","365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_01104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5005","","hypothetical protein","1","1","1","5317","1","3779","1","Investigate","1073","1073","1073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_01111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5006","","hypothetical protein","1","1","1","5309","1","3798","1","Investigate","1787","1787","1787","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_01112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5007","","hypothetical protein","1","1","1","5313","1","3782","1","Investigate","662","662","662","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172809_01113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5013","","hypothetical protein","1","1","1","6385","1","4915","1","Investigate","623","623","623","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172811_00830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5014","","hypothetical protein","1","1","1","6382","1","4921","1","Investigate","1793","1793","1793","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172811_00831","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5015","","hypothetical protein","1","1","1","6386","1","4924","1","Investigate","1163","1163","1163","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172811_00832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5016","","hypothetical protein","1","1","1","6388","1","4919","1","Investigate","311","311","311","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172811_01080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5017","","hypothetical protein","1","1","1","6389","1","4918","1","Investigate","1361","1361","1361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172811_01082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5018","","hypothetical protein","1","1","1","6391","1","4914","1","Investigate","1088","1088","1088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172811_01358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5019","","IS110 family transposase ISSep2","1","1","1","6383","1","4922","1","Investigate","1073","1073","1073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172811_01409","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5020","","hypothetical protein","1","1","1","6381","1","4920","1","Investigate","203","203","203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172811_01428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5021","","hypothetical protein","1","1","1","6387","1","4916","1","Investigate","419","419","419","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172811_01951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5022","","hypothetical protein","1","1","1","6384","1","4917","1","Investigate","278","278","278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172811_01952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5026","","hypothetical protein","1","1","1","3937","1","2500","1","Investigate","563","563","563","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00082","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5027","","hypothetical protein","1","1","1","3970","1","2458","1","Investigate","434","434","434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00083","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5028","","hypothetical protein","1","1","1","3950","1","2493","1","Investigate","764","764","764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00084","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5029","","hypothetical protein","1","1","1","3985","1","2453","1","Investigate","557","557","557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00085","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5030","","hypothetical protein","1","1","1","3955","1","2460","1","Investigate","530","530","530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00176","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5031","","hypothetical protein","1","1","1","3935","1","2452","1","Investigate","509","509","509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00177","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5032","","hypothetical protein","1","1","1","3989","1","2454","1","Investigate","356","356","356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00206","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5033","","hypothetical protein","1","1","1","3939","1","2505","1","Investigate","767","767","767","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00216","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5034","","hypothetical protein","1","1","1","3965","1","2475","1","Investigate","335","335","335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00219","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5035","","hypothetical protein","1","1","1","3969","1","2504","1","Investigate","458","458","458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00220","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5036","","hypothetical protein","1","1","1","3987","1","2467","1","Investigate","1085","1085","1085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00221","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5037","","hypothetical protein","1","1","1","3916","1","2508","1","Investigate","611","611","611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00481","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5038","","hypothetical protein","1","1","1","3971","1","2484","1","Investigate","524","524","524","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00482","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5039","","hypothetical protein","1","1","1","3949","1","2483","1","Investigate","584","584","584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00490","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5040","","hypothetical protein","1","1","1","3936","1","2446","1","Investigate","644","644","644","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00491","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5041","","hypothetical protein","1","1","1","3922","1","2450","1","Investigate","1709","1709","1709","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00493","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5042","","hypothetical protein","1","1","1","3944","1","2495","1","Investigate","869","869","869","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00494","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5043","","hypothetical protein","1","1","1","3926","1","2492","1","Investigate","413","413","413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00496","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5044","","hypothetical protein","1","1","1","3930","1","2486","1","Investigate","713","713","713","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_00500","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5049","","hypothetical protein","1","1","1","3976","1","2489","1","Investigate","263","263","263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01381","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5050","","hypothetical protein","1","1","1","3941","1","2447","1","Investigate","350","350","350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01383","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5051","","hypothetical protein","1","1","1","3972","1","2449","1","Investigate","275","275","275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01384","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5052","","hypothetical protein","1","1","1","3973","1","2481","1","Investigate","464","464","464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01387","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5053","","hypothetical protein","1","1","1","3948","1","2466","1","Investigate","422","422","422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01388","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ssbA_3","","Single-stranded DNA-binding protein A","1","1","1","3923","1","2502","1","Investigate","431","431","431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01395","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5055","","hypothetical protein","1","1","1","3929","1","2501","1","Investigate","713","713","713","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01404","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5056","","hypothetical protein","1","1","1","3947","1","2509","1","Investigate","842","842","842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01405","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5058","","hypothetical protein","1","1","1","3959","1","2490","1","Investigate","497","497","497","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01459","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
